msa_code,msa_title,year,strategic_sector,sector_employment,msa_total_employment,strategic_employment_share
C3942,"Pullman, WA MicroSA",2024,Semiconductors,270.0,38250.0,0.007058823529411765
C1482,"Brevard, NC MicroSA",2024,Energy,0.0,19508.0,0.0
C3842,"Platteville, WI MicroSA",2024,Semiconductors,0.0,30583.0,0.0
C2698,"Iowa City, IA MSA",2024,Energy,120.0,184617.0,6.499943125497652E-4
C2226,"Fergus Falls, MN MicroSA",2024,Pharmaceuticals,0.0,45820.0,0.0
C3774,"Payson, AZ MicroSA",2024,Semiconductors,0.0,31947.0,0.0
C3942,"Pullman, WA MicroSA",2024,Pharmaceuticals,0.0,38250.0,0.0
C4318,"Shelbyville, TN MicroSA",2024,Pharmaceuticals,0.0,36268.0,0.0
C3638,"Okeechobee, FL MicroSA",2024,Pharmaceuticals,0.0,24698.0,0.0
C1502,"Brookhaven, MS MicroSA",2024,Energy,54.0,25534.0,0.002114827289104723
C1890,"Crossville, TN MicroSA",2024,Pharmaceuticals,140.0,38631.0,0.0036240325127488288
C1862,"Corsicana, TX MicroSA",2024,Semiconductors,0.0,32923.0,0.0
C2146,"Enterprise, AL MicroSA",2024,Semiconductors,0.0,34731.0,0.0
C2718,"Jackson, TN MSA",2024,Pharmaceuticals,0.0,167745.0,0.0
C1606,"Carbondale, IL MicroSA",2024,Semiconductors,0.0,42116.0,0.0
C4630,"Twin Falls, ID MSA",2024,Semiconductors,0.0,107975.0,0.0
C2790,"Joplin, MO-KS MSA",2024,Energy,1300.0,172743.0,0.007525630561006813
C3821,"Pikeville, KY MicroSA",2024,Pharmaceuticals,0.0,63410.0,0.0
C4094,"Safford, AZ MicroSA",2024,Pharmaceuticals,0.0,21503.0,0.0
C4082,"Ruston, LA MicroSA",2024,Pharmaceuticals,0.0,37197.0,0.0
C3030,"Lewiston, ID-WA MSA",2024,Pharmaceuticals,0.0,57573.0,0.0
C2790,"Joplin, MO-KS MSA",2024,Semiconductors,0.0,172743.0,0.0
C2082,"Effingham, IL MicroSA",2024,Energy,102.0,50382.0,0.002024532571156365
C2826,"Kearney, NE MicroSA",2024,Pharmaceuticals,0.0,60292.0,0.0
C3826,"Pittsburg, KS MicroSA",2024,Semiconductors,0.0,34707.0,0.0
C3446,"Mount Sterling, KY MicroSA",2024,Energy,128.0,26864.0,0.004764740917212627
C1010,"Aberdeen, SD MicroSA",2024,Energy,135.0,41755.0,0.0032331457310501737
C3414,"Moscow, ID MicroSA",2024,Semiconductors,9.0,29462.0,3.0547824316068156E-4
C3198,"Marion, IN MicroSA",2024,Energy,446.0,54665.0,0.008158785328821
C3230,"Martinsville, VA MicroSA",2024,Pharmaceuticals,340.0,49938.0,0.00680844246866114
C1334,"Bellefontaine, OH MicroSA",2024,Energy,127.0,38724.0,0.0032796198739799606
C3750,"Paragould, AR MicroSA",2024,Energy,542.0,31326.0,0.01730192172636149
C4146,"Salina, KS MicroSA",2024,Energy,40.0,63070.0,6.342159505311559E-4
C2966,"Laramie, WY MicroSA",2024,Energy,42.0,28568.0,0.0014701764211705404
C1342,"Bemidji, MN MicroSA",2024,Pharmaceuticals,0.0,41492.0,0.0
C2868,"Kingsland, GA MicroSA",2024,Semiconductors,3.0,31766.0,9.444059686457218E-5
C1310,"Beatrice, NE MicroSA",2024,Energy,280.0,17354.0,0.01613460873573816
C3892,"Port Lavaca, TX MicroSA",2024,Energy,9.0,28155.0,3.1965903036760787E-4
C2130,"Elmira, NY MSA",2024,Energy,0.0,67478.0,0.0
C4446,"Steamboat Springs, CO MicroSA",2024,Semiconductors,0.0,42947.0,0.0
C2834,"Kendallville, IN MicroSA",2024,Energy,96.0,33628.0,0.0028547638872368263
C1482,"Brevard, NC MicroSA",2024,Pharmaceuticals,0.0,19508.0,0.0
C2698,"Iowa City, IA MSA",2024,Pharmaceuticals,0.0,184617.0,0.0
C2418,"Granbury, TX MicroSA",2024,Semiconductors,0.0,37088.0,0.0
C4054,"Rock Springs, WY MicroSA",2024,Energy,1132.0,41396.0,0.02734563725963861
C4054,"Rock Springs, WY MicroSA",2024,Pharmaceuticals,1236.0,41396.0,0.029857957290559473
C1470,"Branson, MO MicroSA",2024,Semiconductors,0.0,57267.0,0.0
C4766,"Warrensburg, MO MicroSA",2024,Semiconductors,0.0,32477.0,0.0
C4486,"Sulphur Springs, TX MicroSA",2024,Energy,202.0,28695.0,0.007039553929255968
C4792,"Washington Court House, OH MicroSA",2024,Energy,124.0,22832.0,0.005430974071478627
C4562,"Thomasville, GA MicroSA",2024,Pharmaceuticals,22.0,53703.0,4.0966054037949463E-4
C3646,"Olean, NY MicroSA",2024,Semiconductors,0.0,55342.0,0.0
C2126,"Ellensburg, WA MicroSA",2024,Energy,253.0,33551.0,0.0075407588447438225
C3570,"Nogales, AZ MicroSA",2024,Semiconductors,0.0,27350.0,0.0
C1922,"Danville, KY MicroSA",2024,Pharmaceuticals,0.0,37222.0,0.0
C4552,"The Dalles, OR MicroSA",2024,Energy,469.0,23003.0,0.02038864495935313
C1202,"Athens-Clarke County, GA MSA",2024,Semiconductors,28.0,190063.0,1.473195729836949E-4
C2650,"Huntingdon, PA MicroSA",2024,Semiconductors,0.0,25388.0,0.0
C3892,"Port Lavaca, TX MicroSA",2024,Semiconductors,0.0,28155.0,0.0
C2252,"Florence-Muscle Shoals, AL MSA",2024,Pharmaceuticals,288.0,110679.0,0.0026021196432927654
C2206,"Faribault-Northfield, MN MicroSA",2024,Semiconductors,161.0,52391.0,0.0030730468973678687
C4338,"Sidney, OH MicroSA",2024,Pharmaceuticals,1268.0,53285.0,0.023796565637609082
C4878,"Williston, ND MicroSA",2024,Pharmaceuticals,0.0,54250.0,0.0
C1342,"Bemidji, MN MicroSA",2024,Energy,124.0,41492.0,0.002988527908994505
C1798,"Columbus, GA-AL MSA",2024,Semiconductors,0.0,231367.0,0.0
C4514,"Tahlequah, OK MicroSA",2024,Energy,187.0,35894.0,0.005209784365074943
C4350,"Silver City, NM MicroSA",2024,Energy,243.0,18879.0,0.012871444462100748
C2826,"Kearney, NE MicroSA",2024,Energy,612.0,60292.0,0.01015060041133152
C1962,"Del Rio, TX MicroSA",2024,Energy,14.0,37459.0,3.737419578739422E-4
C3198,"Marion, IN MicroSA",2024,Semiconductors,0.0,54665.0,0.0
C2090,"El Campo, TX MicroSA",2024,Semiconductors,0.0,32817.0,0.0
C4718,"Vincennes, IN MicroSA",2024,Energy,690.0,34154.0,0.020202611699947297
C1570,"Cambridge, MD MicroSA",2024,Semiconductors,0.0,21571.0,0.0
C2258,"Forest City, NC MicroSA",2024,Semiconductors,0.0,35988.0,0.0
C2530,"Hannibal, MO MicroSA",2024,Pharmaceuticals,0.0,33005.0,0.0
C2006,"Douglas, GA MicroSA",2024,Semiconductors,0.0,40024.0,0.0
C1190,"Athens, OH MicroSA",2024,Pharmaceuticals,627.0,42414.0,0.014782854717781865
C2426,"Grand Island, NE MSA",2024,Pharmaceuticals,0.0,80013.0,0.0
C4238,"Sayre, PA MicroSA",2024,Pharmaceuticals,0.0,44665.0,0.0
C3821,"Pikeville, KY MicroSA",2024,Energy,388.0,63410.0,0.006118908689481155
C4646,"Union City, TN MicroSA",2024,Energy,128.0,24400.0,0.005245901639344262
C2130,"Elmira, NY MSA",2024,Pharmaceuticals,12.0,67478.0,1.7783573905569224E-4
C4346,"Sikeston, MO MicroSA",2024,Pharmaceuticals,0.0,38506.0,0.0
C2650,"Huntingdon, PA MicroSA",2024,Energy,100.0,25388.0,0.00393886875689302
C2774,"Johnson City, TN MSA",2024,Energy,1299.0,161628.0,0.00803697379166976
C1506,"Brookings, OR MicroSA",2024,Semiconductors,0.0,13106.0,0.0
C1890,"Crossville, TN MicroSA",2024,Semiconductors,15.0,38631.0,3.8828919779451736E-4
C4566,"Tiffin, OH MicroSA",2024,Semiconductors,0.0,38184.0,0.0
C3795,"Petoskey, MI MicroSA",2024,Energy,0.0,35485.0,0.0
C3026,"Lewisburg, PA MicroSA",2024,Pharmaceuticals,0.0,35091.0,0.0
C2368,"Gallipolis, OH MicroSA",2024,Semiconductors,0.0,22531.0,0.0
C4358,"Sioux City, IA-NE-SD MSA",2024,Semiconductors,0.0,149278.0,0.0
C4882,"Willmar, MN MicroSA",2024,Semiconductors,0.0,46346.0,0.0
C1194,"Athens, TN MicroSA",2024,Pharmaceuticals,303.0,38280.0,0.007915360501567398
C3426,"Mountain Home, AR MicroSA",2024,Energy,304.0,32342.0,0.0093995423906994
C2834,"Kendallville, IN MicroSA",2024,Pharmaceuticals,129.0,33628.0,0.0038360889734744856
C2138,"Emporia, KS MicroSA",2024,Semiconductors,0.0,32268.0,0.0
C3514,"Newberry, SC MicroSA",2024,Energy,0.0,28732.0,0.0
C1934,"Davenport-Moline-Rock Island, IA-IL MSA",2024,Pharmaceuticals,60.0,345305.0,1.7375943006906936E-4
C4742,"Wahpeton, ND-MN MicroSA",2024,Pharmaceuticals,0.0,19228.0,0.0
C4426,"Starkville, MS MicroSA",2024,Energy,475.0,44930.0,0.010572000890273759
C2878,"Kingsville, TX MicroSA",2024,Pharmaceuticals,0.0,23852.0,0.0
C1774,"Coldwater, MI MicroSA",2024,Energy,57.0,27938.0,0.002040231942157635
C3658,"Oneonta, NY MicroSA",2024,Semiconductors,0.0,44394.0,0.0
C1168,"Arkansas City-Winfield, KS MicroSA",2024,Energy,108.0,26082.0,0.004140786749482402
C3892,"Port Lavaca, TX MicroSA",2024,Pharmaceuticals,4629.0,28155.0,0.164411294619073
C3410,"Morristown, TN MSA",2024,Energy,924.0,95186.0,0.009707309898514488
C1586,"Canon City, CO MicroSA",2024,Energy,247.0,29148.0,0.008473994785233979
C1574,"Cambridge, OH MicroSA",2024,Pharmaceuticals,0.0,29197.0,0.0
C2966,"Laramie, WY MicroSA",2024,Semiconductors,0.0,28568.0,0.0
C3466,"Murray, KY MicroSA",2024,Semiconductors,0.0,31141.0,0.0
C4902,"Winchester, VA-WV MSA",2024,Energy,746.0,137135.0,0.00543989499398403
C2362,"Gainesville, TX MicroSA",2024,Semiconductors,0.0,33070.0,0.0
C3266,"McMinnville, TN MicroSA",2024,Energy,501.0,26075.0,0.019213806327900287
C4762,"Warren, PA MicroSA",2024,Energy,712.0,25894.0,0.027496717386267088
C4650,"Urbana, OH MicroSA",2024,Pharmaceuticals,0.0,21759.0,0.0
C4042,"Rockford, IL MSA",2024,Energy,1987.0,275881.0,0.00720238073662195
C1114,"Americus, GA MicroSA",2024,Energy,0.0,22109.0,0.0
C4094,"Safford, AZ MicroSA",2024,Energy,33.0,21503.0,0.0015346695809886992
C2098,"El Dorado, AR MicroSA",2024,Semiconductors,0.0,32898.0,0.0
C2190,"Fairmont, WV MicroSA",2024,Semiconductors,0.0,35234.0,0.0
C3574,"Norfolk, NE MicroSA",2024,Energy,724.0,50484.0,0.014341177402741462
C3438,"Mount Pleasant, MI MicroSA",2024,Energy,108.0,45338.0,0.002382107724204861
C3795,"Petoskey, MI MicroSA",2024,Pharmaceuticals,0.0,35485.0,0.0
C1918,"Danville, IL MicroSA",2024,Pharmaceuticals,109.0,47399.0,0.0022996265744003037
C3780,"Pella, IA MicroSA",2024,Energy,53.0,39360.0,0.0013465447154471545
C4798,"Watertown, SD MicroSA",2024,Pharmaceuticals,0.0,34522.0,0.0
C3850,"Plymouth, IN MicroSA",2024,Pharmaceuticals,0.0,39099.0,0.0
C4434,"Statesboro, GA MicroSA",2024,Semiconductors,0.0,65602.0,0.0
C2678,"Hutchinson, MN MicroSA",2024,Semiconductors,0.0,31394.0,0.0
C2280,"Fort Madison, IA MicroSA",2024,Semiconductors,0.0,27438.0,0.0
C1582,"Campbellsville, KY MicroSA",2024,Pharmaceuticals,0.0,27387.0,0.0
C1378,"Binghamton, NY MSA",2024,Energy,25.0,191948.0,1.3024360764373683E-4
C3150,"Madison, IN MicroSA",2024,Energy,308.0,25705.0,0.011982104648900992
C3838,"Plainview, TX MicroSA",2024,Energy,230.0,24652.0,0.009329871815674184
C4742,"Wahpeton, ND-MN MicroSA",2024,Energy,0.0,19228.0,0.0
C3994,"Rexburg, ID MicroSA",2024,Energy,4.0,42291.0,9.458277174812608E-5
C3994,"Rexburg, ID MicroSA",2024,Pharmaceuticals,0.0,42291.0,0.0
C4062,"Rolla, MO MicroSA",2024,Semiconductors,0.0,38450.0,0.0
C4901,"Winchester, TN MicroSA",2024,Semiconductors,0.0,23238.0,0.0
C3006,"Lebanon, MO MicroSA",2024,Energy,265.0,27153.0,0.009759510919603727
C4376,"Sonora, CA MicroSA",2024,Semiconductors,67.0,36441.0,0.001838588403172251
C2350,"Gaffney, SC MicroSA",2024,Energy,159.0,36128.0,0.004401018600531444
C4678,"Van Wert, OH MicroSA",2024,Energy,101.0,23038.0,0.004384061116416356
C1252,"Baker City, OR MicroSA",2024,Pharmaceuticals,0.0,11188.0,0.0
C3866,"Ponce, PR MSA",2024,Energy,2048.0,138284.0,0.01481010095166469
C3098,"Longview, TX MSA",2024,Energy,2237.0,234547.0,0.009537534055008165
C3874,"Poplar Bluff, MO MicroSA",2024,Pharmaceuticals,0.0,36265.0,0.0
C1194,"Athens, TN MicroSA",2024,Semiconductors,0.0,38280.0,0.0
C3706,"Oxford, MS MicroSA",2024,Energy,346.0,56200.0,0.0061565836298932385
C4724,"Vineyard Haven, MA MicroSA",2024,Energy,56.0,18352.0,0.003051438535309503
C1010,"Aberdeen, SD MicroSA",2024,Pharmaceuticals,0.0,41755.0,0.0
C4338,"Sidney, OH MicroSA",2024,Semiconductors,0.0,53285.0,0.0
C2862,"Kill Devil Hills, NC MicroSA",2024,Pharmaceuticals,0.0,40719.0,0.0
C2742,"Jamestown, ND MicroSA",2024,Pharmaceuticals,0.0,22153.0,0.0
C2460,"Greencastle, IN MicroSA",2024,Pharmaceuticals,0.0,24684.0,0.0
C4854,"Wheeling, WV-OH MSA",2024,Energy,1214.0,116523.0,0.010418543978442024
C4282,"Selma, AL MicroSA",2024,Semiconductors,0.0,22580.0,0.0
C1168,"Arkansas City-Winfield, KS MicroSA",2024,Semiconductors,0.0,26082.0,0.0
C2174,"Evanston, WY-UT MicroSA",2024,Pharmaceuticals,0.0,18842.0,0.0
C257A,"Henderson, KY MicroSA",2024,Energy,0.0,42762.0,0.0
C4901,"Winchester, TN MicroSA",2024,Energy,412.0,23238.0,0.017729580858937947
C4570,"Tifton, GA MicroSA",2024,Pharmaceuticals,42.0,47875.0,8.772845953002611E-4
C4246,"Scottsboro, AL MicroSA",2024,Semiconductors,0.0,30890.0,0.0
C2738,"Jacksonville, TX MicroSA",2024,Pharmaceuticals,129.0,29843.0,0.004322621720336427
C3838,"Plainview, TX MicroSA",2024,Pharmaceuticals,0.0,24652.0,0.0
C3302,"Mexico, MO MicroSA",2024,Pharmaceuticals,0.0,16148.0,0.0
C1906,"Cumberland, MD-WV MicroSA",2024,Semiconductors,0.0,70749.0,0.0
C2494,"Greenwood, SC MicroSA",2024,Pharmaceuticals,1306.0,66903.0,0.01952079876836614
C4910,"Winona, MN MicroSA",2024,Semiconductors,1836.0,48044.0,0.038214969611189746
C3438,"Mount Pleasant, MI MicroSA",2024,Semiconductors,61.0,45338.0,0.0013454497331157086
C2862,"Kill Devil Hills, NC MicroSA",2024,Energy,0.0,40719.0,0.0
C2882,"Kinston, NC MicroSA",2024,Pharmaceuticals,0.0,58166.0,0.0
C4274,"Sedalia, MO MicroSA",2024,Energy,226.0,38912.0,0.005807976973684211
C2598,"Hinesville, GA MSA",2024,Pharmaceuticals,0.0,42440.0,0.0
C3922,"Price, UT MicroSA",2024,Semiconductors,0.0,17307.0,0.0
C3186,"Mankato, MN MSA",2024,Pharmaceuticals,0.0,111729.0,0.0
C1190,"Athens, OH MicroSA",2024,Energy,291.0,42414.0,0.00686094214174565
C2634,"Houghton, MI MicroSA",2024,Semiconductors,0.0,22020.0,0.0
C4126,"St. Marys, PA MicroSA",2024,Semiconductors,280.0,26696.0,0.010488462691039856
C3466,"Murray, KY MicroSA",2024,Pharmaceuticals,0.0,31141.0,0.0
C3690,"Ottumwa, IA MicroSA",2024,Pharmaceuticals,0.0,30768.0,0.0
C1414,"Bluefield, WV-VA MicroSA",2024,Pharmaceuticals,0.0,66054.0,0.0
C3454,"Mount Vernon, OH MicroSA",2024,Energy,365.0,41143.0,0.008871496973968841
C3134,"Lynchburg, VA MSA",2024,Energy,1453.0,193082.0,0.007525300131550326
C4826,"Weirton-Steubenville, WV-OH MSA",2024,Pharmaceuticals,66.0,71977.0,9.169595843116551E-4
C3821,"Pikeville, KY MicroSA",2024,Semiconductors,0.0,63410.0,0.0
C3902,"Portsmouth, OH MicroSA",2024,Semiconductors,0.0,50296.0,0.0
C1882,"Crawfordsville, IN MicroSA",2024,Pharmaceuticals,0.0,31310.0,0.0
C2368,"Gallipolis, OH MicroSA",2024,Pharmaceuticals,0.0,22531.0,0.0
C2947,"Lake of the Woods, VA MicroSA",2024,Energy,0.0,19188.0,0.0
C4326,"Sheridan, WY MicroSA",2024,Semiconductors,0.0,28813.0,0.0
C4478,"Sturgis, MI MicroSA",2024,Pharmaceuticals,0.0,42196.0,0.0
C3950,"Quincy, IL-MO MicroSA",2024,Semiconductors,161.0,65489.0,0.0024584281329688954
C4846,"West Plains, MO MicroSA",2024,Semiconductors,0.0,30723.0,0.0
C4178,"Sandusky, OH MSA",2024,Energy,1843.0,100859.0,0.018273034632506766
C4042,"Rockford, IL MSA",2024,Pharmaceuticals,1552.0,275881.0,0.005625613942243214
C1286,"Batavia, NY MicroSA",2024,Energy,128.0,45998.0,0.0027827296838993
C4854,"Wheeling, WV-OH MSA",2024,Pharmaceuticals,0.0,116523.0,0.0
C2658,"Huntington-Ashland, WV-KY-OH MSA",2024,Pharmaceuticals,1083.0,276497.0,0.003916859857430641
C2446,"Great Bend, KS MicroSA",2024,Energy,558.0,23043.0,0.0242155969274834
C1954,"Decatur, IN MicroSA",2024,Energy,0.0,25864.0,0.0
C1082,"Alexandria, MN MicroSA",2024,Energy,197.0,39055.0,0.005044168480348227
C1394,"Blackfoot, ID MicroSA",2024,Semiconductors,0.0,32191.0,0.0
C3758,"Paris, TX MicroSA",2024,Energy,399.0,50035.0,0.007974417907464774
C2280,"Fort Madison, IA MicroSA",2024,Energy,142.0,27438.0,0.005175304322472483
C3638,"Okeechobee, FL MicroSA",2024,Semiconductors,0.0,24698.0,0.0
C1038,"Aguadilla, PR MSA",2024,Energy,1008.0,106205.0,0.009491078574455063
C3414,"Moscow, ID MicroSA",2024,Energy,27.0,29462.0,9.164347294820447E-4
C4566,"Tiffin, OH MicroSA",2024,Energy,441.0,38184.0,0.01154934003771213
C2718,"Jackson, TN MSA",2024,Energy,1765.0,167745.0,0.01052192315717309
C3015,"Lebanon-Claremont, NH-VT MicroSA",2024,Pharmaceuticals,147.0,198481.0,7.406250472337402E-4
C1366,"Big Rapids, MI MicroSA",2024,Energy,0.0,21676.0,0.0
C3998,"Richmond, IN MicroSA",2024,Pharmaceuticals,184.0,59472.0,0.003093892924401399
C3862,"Ponca City, OK MicroSA",2024,Energy,339.0,34361.0,0.00986583626786182
C3942,"Pullman, WA MicroSA",2024,Energy,0.0,38250.0,0.0
C2082,"Effingham, IL MicroSA",2024,Semiconductors,0.0,50382.0,0.0
C1798,"Columbus, GA-AL MSA",2024,Energy,295.0,231367.0,0.001275030579123211
C3754,"Paris, TN MicroSA",2024,Pharmaceuticals,0.0,23544.0,0.0
C2926,"La Grande, OR MicroSA",2024,Semiconductors,0.0,20972.0,0.0
C3450,"Mount Vernon, IL MicroSA",2024,Energy,105.0,36481.0,0.0028782105753679997
C4734,"Wabash, IN MicroSA",2024,Energy,44.0,24789.0,0.0017749808382750414
C3090,"Logansport, IN MicroSA",2024,Pharmaceuticals,0.0,29178.0,0.0
C2206,"Faribault-Northfield, MN MicroSA",2024,Pharmaceuticals,0.0,52391.0,0.0
C1174,"Ashland, OH MicroSA",2024,Pharmaceuticals,213.0,37807.0,0.005633877324305023
C2794,"Juneau, AK MicroSA",2024,Energy,0.0,35396.0,0.0
C1238,"Austin, MN MicroSA",2024,Energy,318.0,33864.0,0.009390503189227498
C3646,"Olean, NY MicroSA",2024,Pharmaceuticals,0.0,55342.0,0.0
C2252,"Florence-Muscle Shoals, AL MSA",2024,Semiconductors,0.0,110679.0,0.0
C257A,"Henderson, KY MicroSA",2024,Pharmaceuticals,221.0,42762.0,0.005168139937327534
C3582,"North Platte, NE MicroSA",2024,Pharmaceuticals,0.0,29805.0,0.0
C4026,"Roanoke Rapids, NC MicroSA",2024,Energy,188.0,40030.0,0.004696477641768674
C3406,"Morgantown, WV MSA",2024,Pharmaceuticals,588.0,133239.0,0.004413122284015941
C4076,"Ruidoso, NM MicroSA",2024,Energy,277.0,13565.0,0.020420199041651307
C1306,"Bay City, TX MicroSA",2024,Energy,130.0,22419.0,0.005798652928319729
C3922,"Price, UT MicroSA",2024,Energy,248.0,17307.0,0.014329462067371583
C4698,"Vicksburg, MS MicroSA",2024,Energy,110.0,37594.0,0.002925998829600468
C3514,"Newberry, SC MicroSA",2024,Pharmaceuticals,0.0,28732.0,0.0
C3342,"Mineral Wells, TX MicroSA",2024,Semiconductors,0.0,16661.0,0.0
C2074,"Eau Claire, WI MSA",2024,Pharmaceuticals,36.0,170743.0,2.1084319708567848E-4
C3098,"Longview, TX MSA",2024,Pharmaceuticals,211.0,234547.0,8.996064754612082E-4
C4450,"Stephenville, TX MicroSA",2024,Energy,177.0,37180.0,0.004760623991393222
C3254,"McAlester, OK MicroSA",2024,Energy,489.0,29560.0,0.016542625169147496
C3226,"Marshalltown, IA MicroSA",2024,Energy,0.0,32084.0,0.0
C1048,"Alamosa, CO MicroSA",2024,Energy,176.0,21525.0,0.008176538908246225
C2670,"Huron, SD MicroSA",2024,Energy,0.0,17148.0,0.0
C1558,"Butte-Silver Bow, MT MicroSA",2024,Pharmaceuticals,0.0,33014.0,0.0
C4238,"Sayre, PA MicroSA",2024,Energy,350.0,44665.0,0.007836113287809247
C2378,"Garden City, KS MicroSA",2024,Energy,530.0,40992.0,0.012929352068696331
C3810,"Picayune, MS MicroSA",2024,Pharmaceuticals,162.0,23258.0,0.006965345257545791
C4778,"Washington, IN MicroSA",2024,Pharmaceuticals,0.0,26506.0,0.0
C3646,"Olean, NY MicroSA",2024,Energy,121.0,55342.0,0.0021864045390481007
C3202,"Marion, OH MicroSA",2024,Pharmaceuticals,0.0,46200.0,0.0
C3306,"Miami, OK MicroSA",2024,Energy,95.0,25868.0,0.0036724911087057366
C4650,"Urbana, OH MicroSA",2024,Energy,36.0,21759.0,0.0016544877981524886
C1094,"Alma, MI MicroSA",2024,Pharmaceuticals,0.0,24719.0,0.0
C2930,"LaGrange, GA-AL MicroSA",2024,Semiconductors,0.0,102346.0,0.0
C4062,"Rolla, MO MicroSA",2024,Pharmaceuticals,0.0,38450.0,0.0
C2324,"Fredericksburg, TX MicroSA",2024,Energy,0.0,24952.0,0.0
C3358,"Mitchell, SD MicroSA",2024,Pharmaceuticals,0.0,27624.0,0.0
C1378,"Binghamton, NY MSA",2024,Pharmaceuticals,94.0,191948.0,4.897159647404506E-4
C3795,"Petoskey, MI MicroSA",2024,Semiconductors,0.0,35485.0,0.0
C4178,"Sandusky, OH MSA",2024,Pharmaceuticals,831.0,100859.0,0.00823922505676241
C3522,"New Castle, IN MicroSA",2024,Pharmaceuticals,0.0,27517.0,0.0
C1246,"Bainbridge, GA MicroSA",2024,Energy,36.0,17365.0,0.002073135617621653
C2250,"Florence, SC MSA",2024,Pharmaceuticals,97.0,177784.0,5.456059037933672E-4
C3226,"Marshalltown, IA MicroSA",2024,Pharmaceuticals,0.0,32084.0,0.0
C2154,"Escanaba, MI MicroSA",2024,Semiconductors,0.0,27696.0,0.0
C2654,"Huntington, IN MicroSA",2024,Energy,46.0,27263.0,0.0016872684590837398
C4282,"Selma, AL MicroSA",2024,Energy,56.0,22580.0,0.0024800708591674048
C2878,"Kingsville, TX MicroSA",2024,Energy,96.0,23852.0,0.004024819721616636
C2546,"Harrison, AR MicroSA",2024,Energy,335.0,30668.0,0.010923438111386461
C3506,"Natchitoches, LA MicroSA",2024,Energy,103.0,28622.0,0.003598630424149256
C2998,"Lawrenceburg, TN MicroSA",2024,Semiconductors,0.0,23632.0,0.0
C2319,"Franklin, KY MicroSA",2024,Semiconductors,0.0,18230.0,0.0
C3228,"Martin, TN MicroSA",2024,Semiconductors,0.0,21346.0,0.0
C4434,"Statesboro, GA MicroSA",2024,Pharmaceuticals,0.0,65602.0,0.0
C2754,"Jasper, IN MicroSA",2024,Energy,268.0,55966.0,0.004788621663152628
C3842,"Platteville, WI MicroSA",2024,Pharmaceuticals,0.0,30583.0,0.0
C2366,"Galesburg, IL MicroSA",2024,Pharmaceuticals,0.0,31301.0,0.0
C2868,"Kingsland, GA MicroSA",2024,Pharmaceuticals,66.0,31766.0,0.002077693131020588
C3342,"Mineral Wells, TX MicroSA",2024,Energy,341.0,16661.0,0.020466958765980432
C2938,"Lake City, FL MicroSA",2024,Pharmaceuticals,0.0,49288.0,0.0
C4846,"West Plains, MO MicroSA",2024,Pharmaceuticals,182.0,30723.0,0.005923900660742766
C1370,"Big Spring, TX MicroSA",2024,Semiconductors,0.0,25570.0,0.0
C2738,"Jacksonville, TX MicroSA",2024,Energy,386.0,29843.0,0.012934356465502799
C2319,"Franklin, KY MicroSA",2024,Pharmaceuticals,0.0,18230.0,0.0
C1466,"Brainerd, MN MicroSA",2024,Energy,8.0,83429.0,9.588991837370699E-5
C2986,"Laurel, MS MicroSA",2024,Pharmaceuticals,0.0,64491.0,0.0
C4901,"Winchester, TN MicroSA",2024,Pharmaceuticals,0.0,23238.0,0.0
C4654,"Utica-Rome, NY MSA",2024,Pharmaceuticals,131.0,236123.0,5.54795593821864E-4
C3422,"Moultrie, GA MicroSA",2024,Energy,0.0,31232.0,0.0
C2474,"Greenville, MS MicroSA",2024,Pharmaceuticals,0.0,29201.0,0.0
C4830,"Wenatchee-East Wenatchee, WA MSA",2024,Energy,442.0,115014.0,0.0038430104161232543
C1462,"Bradford, PA MicroSA",2024,Pharmaceuticals,0.0,27859.0,0.0
C4734,"Wabash, IN MicroSA",2024,Pharmaceuticals,0.0,24789.0,0.0
C3090,"Logansport, IN MicroSA",2024,Energy,0.0,29178.0,0.0
C2886,"Kirksville, MO MicroSA",2024,Pharmaceuticals,0.0,20934.0,0.0
C3726,"Palatka, FL MicroSA",2024,Semiconductors,0.0,34639.0,0.0
C4766,"Warrensburg, MO MicroSA",2024,Energy,244.0,32477.0,0.0075130092065153805
C3422,"Moultrie, GA MicroSA",2024,Semiconductors,0.0,31232.0,0.0
C3338,"Minden, LA MicroSA",2024,Pharmaceuticals,0.0,22108.0,0.0
C2330,"Freeport, IL MicroSA",2024,Energy,0.0,34735.0,0.0
C3194,"Marinette, WI-MI MicroSA",2024,Semiconductors,0.0,49496.0,0.0
C3684,"Ottawa, KS MicroSA",2024,Pharmaceuticals,0.0,20169.0,0.0
C4566,"Tiffin, OH MicroSA",2024,Pharmaceuticals,434.0,38184.0,0.011366017179970668
C1290,"Batesville, AR MicroSA",2024,Pharmaceuticals,0.0,35225.0,0.0
C2634,"Houghton, MI MicroSA",2024,Energy,0.0,22020.0,0.0
C3726,"Palatka, FL MicroSA",2024,Pharmaceuticals,41.0,34639.0,0.0011836369410202373
C2284,"Fort Payne, AL MicroSA",2024,Pharmaceuticals,0.0,46733.0,0.0
C3862,"Ponca City, OK MicroSA",2024,Semiconductors,0.0,34361.0,0.0
C2370,"Gallup, NM MicroSA",2024,Energy,238.0,39001.0,0.006102407630573575
C2570,"Hays, KS MicroSA",2024,Energy,270.0,30975.0,0.008716707021791767
